f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
10,5,4,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22
6,5,4,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24
10,5,5,3,330,16,4,28,237.656,99,0,2,0,0,0,0,84,182,25
23,5,5,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25
28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25
27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19
7,5,2,3,361,52,3,28,237.656,99,0,1,1,1,0,4,80,172,27
23,5,4,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25
25,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22
10,5,6,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25
11,5,2,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24
7,6,4,3,118,15,24,46,275.089,96,0,1,2,1,1,0,75,175,25
27,6,4,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19
26,6,6,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28
10,6,4,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28
22,6,5,3,378,49,11,36,275.089,96,0,1,2,0,1,4,65,174,21
19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31
19,6,6,3,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21
27,6,6,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19
0,6,2,3,235,29,12,48,275.089,96,1,1,1,0,1,5,88,163,33
0,6,2,3,268,11,8,33,275.089,96,1,2,0,0,0,0,79,178,25
19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31
13,6,5,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19
28,6,5,3,291,31,12,40,275.089,96,0,1,1,1,0,1,73,171,25
13,6,2,1,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19
25,6,2,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28
22,6,5,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21
8,6,6,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28
10,6,4,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28
22,6,4,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21
26,7,4,1,235,20,13,43,264.604,93,0,1,1,1,0,0,106,167,38
19,7,6,1,233,51,1,31,264.604,93,0,2,1,1,0,8,68,178,21
6,7,2,1,228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22
28,7,2,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28
6,7,3,1,228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22
22,7,3,1,189,29,13,33,264.604,93,0,1,2,0,0,2,69,167,25
23,7,4,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28
22,7,4,1,361,52,3,28,264.604,93,0,1,1,1,0,4,80,172,27
22,7,4,1,225,26,9,28,264.604,93,0,1,1,0,0,2,69,169,24
13,7,2,1,369,17,12,31,264.604,93,0,1,3,1,0,0,70,169,25
14,7,3,1,289,36,13,33,264.604,93,0,1,2,1,0,1,90,172,30
11,7,3,1,235,11,14,37,264.604,93,0,3,1,0,0,1,88,172,29
0,0,3,1,118,14,13,40,271.219,95,0,1,1,1,0,8,98,170,34
0,0,4,2,231,35,14,39,271.219,95,0,1,2,1,0,2,100,170,35
0,0,6,3,179,45,14,53,271.219,95,0,1,1,0,0,1,77,175,25
