f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
J19,D,25,8,0.3,1,2.5,7.2,7.3,5,1.5,0.2,,,,,,,,,,,,,,,,,,,,,
J19,D,2,5,0.3,0.6,0.8,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J19,D,16,7,0.2,0.6,1.5,4.3,5.1,3.5,0.7,,,,,,,,,,,,,,,,,,,,,,
J19,D,11,6,0.3,1,1.6,3.4,3.5,1.2,,,,,,,,,,,,,,,,,,,,,,,
J19,E,26,7,0.6,1.2,5.6,6.5,6.2,4.3,1.2,,,,,,,,,,,,,,,,,,,,,,
J19,F,10,6,0.2,0.7,1.3,3.5,3.2,1.3,,,,,,,,,,,,,,,,,,,,,,,
J19,F,114,20,0.5,1.3,3.2,7.2,10.1,9.8,9.5,8.3,6.3,5,6.5,7.5,8.6,9.1,6.2,5.1,5,2.8,1.2,0.6,,,,,,,,,
J19,G,8,5,0.7,1.5,3.5,2.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
J19,G,6,5,0.2,0.7,1.8,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,
J19,G,1.5,3,0.2,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
J19,G,4,4,0.6,0.9,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J19,G,88,18,0.6,2.2,5.1,8.6,8.2,8.5,6.6,5.7,4.3,4.4,5.5,7.2,6.5,5.1,4.3,3.3,1.5,0.3,,,,,,,,,,,
O33,A,62,12,0.6,3.3,7.5,8.6,8.5,7.9,7.4,6.7,5.4,4,2.2,0.3,,,,,,,,,,,,,,,,,
O33,B,5,4,0.5,2.6,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
O33,B,3,3,0.4,1.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
O33,B,2.5,4,0.2,1,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
O33,B,8,5,0.2,1.6,4.1,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
O33,B,26,6,1.1,5.1,8.5,6.6,4,0.5,,,,,,,,,,,,,,,,,,,,,,,
O33,B,14,5,0.8,2.5,6.3,3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,
O33,B,79.5,16,0.6,2.8,7.7,10.8,10.3,8.7,7.5,6.3,4.6,4.6,4.3,4.7,3,2.1,1.2,0.3,,,,,,,,,,,,,
O33,C,29,7,0.6,3.3,9.4,8.6,5.2,2.1,0.2,,,,,,,,,,,,,,,,,,,,,,
O33,D,91,17,0.5,2.1,7.2,11.6,9.6,8.9,8.4,6.4,5.6,6.6,5.5,5.1,4.2,3.6,3.3,1.8,0.8,,,,,,,,,,,,
O33,D,39,10,0.6,1.6,6.2,7.3,7.2,5.6,4.2,3.7,2,0.5,,,,,,,,,,,,,,,,,,,
O33,E,20,7,0.3,1.4,3.8,6.2,5.4,2.8,0.2,,,,,,,,,,,,,,,,,,,,,,
O33,F,42,9,1.4,4.6,8.5,7,6.4,5.5,4.7,2.5,1,,,,,,,,,,,,,,,,,,,,
O33,F,37,9,0.6,2.5,6.6,7.7,6.8,5.4,4.1,2.3,0.6,,,,,,,,,,,,,,,,,,,,
O33,F,20,7,0.4,1.1,3.1,4.8,5,4.3,1.4,,,,,,,,,,,,,,,,,,,,,,
O33,G,195,24,0.6,3.9,8.9,12.3,13.6,15.6,16.1,12.8,13.4,13.8,13.6,12.7,11.4,9.8,7.8,5.9,4.5,4.8,4.7,4,2.9,1.2,0.7,0.3,,,,,
D19,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,A,2,3,0.4,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,A,9,5,0.4,1.1,3.7,3.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,
D19,A,12,6,0.6,1.4,3,4,2.5,0.4,,,,,,,,,,,,,,,,,,,,,,,
D19,A,1,3,0.3,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,A,2,3,0.3,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,A,10,5,0.5,1.1,3.2,3.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,15.5,6,0.3,1.9,3.5,5,3.9,0.9,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,B,28,8,0.3,2,4.5,6.3,7.1,5.1,2.1,0.6,,,,,,,,,,,,,,,,,,,,,
D19,B,32,8,0.5,2.5,5,7.5,7.4,5.1,2.6,1.1,,,,,,,,,,,,,,,,,,,,,
D19,C,2,4,0.3,0.6,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D19,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,C,15,7,0.2,1.5,3,4.1,4.3,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,
D19,C,18,6,0.3,1.5,3.6,5.6,4.8,2,,,,,,,,,,,,,,,,,,,,,,,
D19,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,C,1,3,0.3,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,C,18,6,0.4,1.5,3.7,5.7,4.6,2,,,,,,,,,,,,,,,,,,,,,,,
D19,C,53,13,0.6,2.2,5.8,8.2,8,7.4,5.3,3.5,3.6,3.2,3.5,1.3,0.5,,,,,,,,,,,,,,,,
D19,D,1.5,3,0.3,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,D,5,4,0.5,1.6,2.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
D19,D,16,6,0.4,1.5,4.5,5.5,3.5,0.9,,,,,,,,,,,,,,,,,,,,,,,
D19,D,44,10,0.6,2.5,6.5,9.5,9,7.3,4.7,2.5,1.3,0.3,,,,,,,,,,,,,,,,,,,
D19,D,48,13,1,2.8,7.9,10,6.3,5.2,3.5,2.7,2.4,2.7,2.3,1.3,0.2,,,,,,,,,,,,,,,,
D19,D,41,10,0.5,2,5.4,8.1,8.3,6.8,4.8,3.1,1.8,0.2,,,,,,,,,,,,,,,,,,,
D19,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,2,3,0.5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,2,3,0.5,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,2,3,0.3,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,2,4,0.3,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,2,3,0.5,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,7,5,0.5,1,1.7,2.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,
D19,E,10.5,6,0.3,0.7,1.8,3.4,3.1,1.2,,,,,,,,,,,,,,,,,,,,,,,
D19,F,19,8,0.3,2,3.8,4.5,3,3,2,0.7,,,,,,,,,,,,,,,,,,,,,
D19,F,3,4,0.5,1.1,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D19,F,13,11,0.3,1.5,2.6,3.4,2,1.5,0.7,0.4,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,
D19,F,39.5,10,0.5,1.7,4.3,7.8,7.1,5.1,4.2,4.5,3.8,0.5,,,,,,,,,,,,,,,,,,,
D19,F,31,12,0.6,1.5,3.8,7.5,6.4,3.5,2.2,1.5,1.1,1,1.2,1,,,,,,,,,,,,,,,,,
D19,G,3,3,0.3,1.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,2,3,0.4,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,1,3,0.3,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,1,3,0.2,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,3,4,0.2,1.3,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,2,3,0.3,1.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,13,5,0.8,1.2,4.6,4.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,
D19,G,30,8,0.6,2.2,4.7,6.1,7.3,5.5,2.9,1,,,,,,,,,,,,,,,,,,,,,
J8,A,108,20,0.5,1.5,4,9,9.4,8.7,8.3,7,5.7,5.3,5.4,7.1,7,6.5,7.2,5.1,5.2,3.3,1.5,0.5,,,,,,,,,
J8,B,5,5,0.5,0.8,1.7,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
J8,B,2,3,0.3,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,B,1,3,0.2,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,B,3,3,0.5,1.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,B,5,4,0.3,1.6,2.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
J8,B,21,7,0.3,1.1,3.6,7.5,5,3.2,0.7,,,,,,,,,,,,,,,,,,,,,,
J8,C,27,8,1.1,2.3,5.9,6.7,5.7,4.1,1.4,0.2,,,,,,,,,,,,,,,,,,,,,
J8,D,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J8,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,D,73,17,0.9,2.5,4.8,7.3,7.4,8,6.4,4.5,4.2,4.6,4.8,4.6,4.3,3.5,2.7,1.7,0.7,,,,,,,,,,,,
J8,D,70,17,0.5,1.8,3.2,6.7,7.1,6.8,6.1,5.2,5.5,4,4,3.5,4.8,5.7,3.5,1,0.4,,,,,,,,,,,,
J8,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,E,2,4,0.3,0.5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J8,E,25,7,0.5,1.1,3.4,9,6.6,3.3,1,,,,,,,,,,,,,,,,,,,,,,
J8,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,E,1,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,E,28,9,0.5,1.1,3,6.9,6.8,5.8,2.7,1.2,0.3,,,,,,,,,,,,,,,,,,,,
J8,E,47,13,0.3,1,2.8,6.4,6.6,8.1,6.5,5,4,3,1.6,1,0.5,,,,,,,,,,,,,,,,
J8,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,E,1.5,4,0.2,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J8,E,10,8,0.5,1,2.3,2.5,1.7,1.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,
J8,F,2,3,0.2,0.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
J8,F,8,5,0.3,1,2.3,3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
J8,F,57,15,0.7,2.4,5.7,4.4,6.8,6.9,5.1,4.8,5.2,4.5,4.4,3.5,1.8,0.9,0.2,,,,,,,,,,,,,,
J8,F,13,6,0.5,3.9,4.9,2.2,1.1,0.5,,,,,,,,,,,,,,,,,,,,,,,
J8,F,20,9,0.5,2,5.6,6.8,2.8,1.3,0.7,0.3,0.2,,,,,,,,,,,,,,,,,,,,
J10,A,43.5,9,0.5,1.2,4.8,11.1,12,8.6,4,1.1,0.2,,,,,,,,,,,,,,,,,,,,
J10,A,37,10,0.5,2.8,7.3,10.7,8.5,5.1,1.2,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,
J10,B,2,5,0.2,0.5,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J10,B,3,5,0.2,0.5,0.8,1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
J10,B,3,4,0.2,0.6,1.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J10,B,24,8,0.5,1.3,4.8,6.7,4.8,3.8,1.8,0.6,,,,,,,,,,,,,,,,,,,,,
J10,C,47,8,0.2,1.4,9.9,12.2,9.7,7.1,4,2.3,,,,,,,,,,,,,,,,,,,,,
J10,C,58,8,1.6,5.3,11.5,13.2,11.2,8.4,4,2.6,,,,,,,,,,,,,,,,,,,,,
J10,C,89,16,1.5,4.2,10.5,12.8,11.5,10,6.8,6,5.2,4.8,4.3,3,3.1,2.6,1.8,0.5,,,,,,,,,,,,,
J10,D,58,10,0.5,1.8,4.6,10.1,12.9,11.8,8.6,5.3,2.3,0.5,,,,,,,,,,,,,,,,,,,
J10,E,57,12,0.6,2.1,6.1,9.2,7.8,5,5.3,8.2,7.3,3.6,1.2,0.2,,,,,,,,,,,,,,,,,
J10,E,12,6,0.3,0.9,2.2,4.5,3.7,0.8,,,,,,,,,,,,,,,,,,,,,,,
J10,E,18,8,0.5,1.3,2.9,5.9,3.9,2.5,1.1,0.3,,,,,,,,,,,,,,,,,,,,,
J10,E,6,6,0.3,1,1.1,1.5,1.3,0.4,,,,,,,,,,,,,,,,,,,,,,,
J10,E,40,13,0.2,0.9,1.5,2.5,5.1,7.3,6,4.7,4.2,3.8,2.3,1.1,0.4,,,,,,,,,,,,,,,,
J10,F,13,6,0.2,0.6,1.7,4.5,4.5,1.6,,,,,,,,,,,,,,,,,,,,,,,
J10,F,63,15,0.3,1.3,3,6.2,7.4,8.2,6.6,4.7,5,5.3,4.2,4.3,2.9,2.4,0.8,,,,,,,,,,,,,,
J10,G,11,8,0.2,0.8,1.5,3.6,3.5,0.7,0.4,0.2,,,,,,,,,,,,,,,,,,,,,
J10,H,38,8,0.5,1.8,4.9,10,8.6,6.5,4.1,1.8,,,,,,,,,,,,,,,,,,,,,
J10,H,7,6,0.3,0.6,1.8,2.7,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
J10,H,3.5,5,0.2,0.6,1,1.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J10,H,29,7,0.3,1.2,4.6,9.5,7.3,4.3,2,,,,,,,,,,,,,,,,,,,,,,
J10,H,7,5,0.6,1.6,2.7,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J10,H,43,15,0.5,1.4,6.2,9.6,8.1,5,2.1,1.1,1.3,2,1.9,1.5,1.2,0.8,0.2,,,,,,,,,,,,,,
J10,H,55,15,0.7,1.3,4,6.5,7.3,5.7,4,3,2.8,3.1,5,4.6,3.4,2.6,1,,,,,,,,,,,,,,
M20,A,24,6,1.5,5.1,8.3,5.8,2.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
M20,B,35,9,0.3,1.7,5.3,7.3,7.2,5.8,4.6,2.8,0.3,,,,,,,,,,,,,,,,,,,,
M20,B,23.5,7,1.2,3.5,6.6,6.1,4.2,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,
M20,C,56,9,1.2,4.3,10.5,12.6,9.7,8.7,5.2,3.1,0.6,,,,,,,,,,,,,,,,,,,,
M20,D,31,7,1.2,3.1,7.4,9.1,6.2,3.1,0.6,,,,,,,,,,,,,,,,,,,,,,
M20,E,45,9,2.1,6.6,10.7,7.6,6,4.7,4.1,2.5,0.6,,,,,,,,,,,,,,,,,,,,
M20,F,13,5,1,3.5,6.2,1.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M20,F,6,4,0.8,2.7,2.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M20,F,41,7,1.2,4.9,9.2,11.8,9.1,4.1,0.7,,,,,,,,,,,,,,,,,,,,,,
M20,G,12,3,3.2,6.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
M20,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M20,G,1,3,0.2,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
M20,G,46,7,3.8,11,12.1,9.4,5.3,3.6,0.8,,,,,,,,,,,,,,,,,,,,,,
J17,A,79,19,0.7,1.8,4.8,8,6.8,7.3,7.4,6.5,3.6,2.1,2.2,5,5.3,6.3,4.3,2.8,2.4,1.5,0.3,,,,,,,,,,
J17,B,65,10,2.9,8.1,14,11.6,8.7,7.2,4.2,3.7,2.8,1.6,,,,,,,,,,,,,,,,,,,
J17,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,C,55,11,0.9,2.8,7.2,10.3,9.3,8.1,7.3,4.7,3.1,1.4,0.2,,,,,,,,,,,,,,,,,,
J17,C,139,22,1.1,2.4,7.5,11.5,10.2,11.3,10.1,7.1,6.3,7.1,7,7,6.8,7.4,7.2,6.3,6.1,5.6,4.6,3.3,2.1,0.6,,,,,,,
J17,D,1,3,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,D,3,4,0.3,0.8,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
J17,D,8,5,0.4,1.3,2.8,2.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,
J17,D,1,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,D,65,12,0.4,2.1,6.8,10,9.3,8.3,6.5,5.6,6,4.7,3.3,1.8,,,,,,,,,,,,,,,,,
J17,E,89,14,1.4,4.9,12.2,12.5,8.5,7.8,7.1,6.9,7.5,6.3,5.4,4.1,3,1.1,,,,,,,,,,,,,,,
J17,F,1,3,0.3,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,2,3,0.7,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,12,5,0.9,2.2,3.9,3.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,11,5,1.4,3.2,3.6,2.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,11,5,0.5,2.1,4.1,3.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,1.5,2,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,18,6,1,2.6,5.2,4.6,2.8,1.4,,,,,,,,,,,,,,,,,,,,,,,
J17,F,5,4,0.8,1.1,2.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,4,4,0.7,1.6,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,17,6,0.6,2,5.6,6.1,2.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
J17,F,3,3,1.2,1.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
J17,F,154.5,23,1.8,4.3,10.5,13,10.5,11.5,8,8,7.5,9,8.2,9,8.6,7.1,7,6.7,6.2,5.1,4.8,3.8,2.3,1.1,0.5,,,,,,
D10,A,2,5,0.3,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,1,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,1,3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,1,3,0.3,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,A,1.5,5,0.2,0.5,0.4,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,B,2,6,0.2,0.5,0.6,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,
D10,B,35,14,0.3,0.6,1.5,1.6,1.2,2.7,2.8,3.6,3.8,4.2,5.2,4.1,2.9,0.4,,,,,,,,,,,,,,,
D10,B,48.5,15,0.2,0.6,0.9,1.8,2.6,4.8,6.6,4.7,3.6,4.2,5.4,6.1,4.7,1.9,0.4,,,,,,,,,,,,,,
D10,D,1,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,D,1,4,0.3,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,D,1,3,0.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,E,1,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,1,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,1,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,1.5,5,0.3,0.4,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,7,10,0.2,0.5,0.4,0.6,0.7,0.7,0.5,1.2,1.5,0.3,,,,,,,,,,,,,,,,,,,
D10,F,1,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,2,5,0.3,0.5,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,2,6,0.2,0.5,0.3,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
D10,F,54,16,0.3,0.5,0.6,0.7,1.3,1.5,1.8,4.2,5.3,6.8,7.8,7.9,6.3,5.2,3.2,0.7,,,,,,,,,,,,,
D10,G,3,6,0.3,0.5,0.7,0.8,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
D10,G,2,4,0.2,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,1,4,0.2,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,2,5,0.2,0.5,0.6,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,2,4,0.5,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,1,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,8,9,0.3,0.8,1,1,0.8,1.3,1.4,0.7,0.4,,,,,,,,,,,,,,,,,,,,
D10,G,2,5,0.3,0.3,0.3,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,1,4,0.2,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
D10,G,2,6,0.2,0.5,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
