f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
-0.312768,0.249714,-0.423829,-0.011732,-0.210305,-1.082428,-0.357716,-1.310968,-0.354096,-0.844891,0.918102,-0.566925,-0.592548,-1.162582,-0.163695,-0.480652,-0.473184,-0.716276,1.545917,-1.017317,0.162413,-1.352452,-1.460134,-1.577976,-0.363845,-1.151729,-0.362554,-0.449686,-0.703056,1.334065,-0.44728,1.353554,1.542238,-0.788226,-0.461253,-1.451566,-0.048978,-0.481948,1.435973,0.141874,1.40552,0.679837,0.640276,0.59102,0.587876,0.077097,0.522463,-0.548467,-1.516314,-0.080134,1.061761,0.519319,0.317986,0.012571,-0.411006,-1.394242,0.373577,-1.187447,0.176871,1.700311,0.192442,-0.971771,0.16276,-0.002986,1.194162,-0.98935,1.456684,-0.95586,0.452651,1.553854,0.31725,-1.713074,-0.864139,-0.027733,-0.324656,-0.534706,0.633064,1.653531,0.340917,0.025418,0.001369,0.535418,0.261879,1.354092,-1.30621,1.311434,1.201438,1.662236,-0.195706,0.97922,-1.03807,0.440992,-1.061392,0.436339,-1.081122,1.377829,0.091673,-0.372805,-1.581491,-1.531919
-1.019542,-0.645731,-0.328474,-0.468462,-0.757446,-1.05578,1.026352,-1.460764,1.339142,-1.504536,-1.443943,0.160523,0.896322,-1.342076,0.04168,-1.288273,-0.929107,-1.550798,1.283353,-0.887041,-0.213406,0.885044,-1.177307,-0.927553,1.180225,0.897367,0.66495,1.581701,-0.348114,0.451737,-1.591688,-1.661898,-0.396159,1.489536,0.61173,-0.178095,1.402283,0.421362,1.321758,-1.637033,-0.004384,-0.072979,0.882354,0.627754,1.649814,1.556802,-0.863778,1.591443,0.641814,1.053141,0.199507,-1.310269,0.60659,1.215985,1.171332,-1.124623,0.928569,-1.402666,0.536468,1.161292,-0.396837,-0.748141,-0.440504,-0.447106,0.54203,-0.342055,-0.102085,-0.828528,1.528411,-0.204945,-1.680067,1.768263,1.086295,-1.613955,0.066433,-0.258499,1.085457,-1.407065,0.33902,0.891004,-1.016334,1.368382,0.692043,1.521952,-1.713587,1.645438,-1.299152,-0.283978,-0.356419,0.726353,0.816999,0.146589,-0.452635,-1.418558,1.003777,0.937101,0.973858,-1.447326,1.445855,-0.159154
0.756417,0.602963,-0.437855,-0.592611,-0.032748,1.048153,1.066768,1.628221,0.5688,-1.482135,-0.863275,-0.194697,-0.180994,-0.482793,-0.84447,1.526139,-1.318437,1.586612,1.412965,-1.719815,1.431485,1.303509,-0.266158,1.013247,0.235413,1.610118,1.04893,-1.620242,1.384695,0.403882,1.267322,-0.027938,1.507501,-1.203646,-0.598572,-1.645274,0.094482,1.236921,-0.82062,-0.049799,-0.367177,-0.386115,-1.196422,-1.505582,-0.272271,-1.232025,-0.835981,-0.902493,0.736886,-0.860689,-1.494363,-1.198652,-1.30523,-1.741181,1.548502,1.237107,0.24441,0.39485,-1.441824,1.587779,0.832088,0.382324,-0.124434,0.652784,1.093354,1.172925,0.495399,0.862775,0.350969,1.687507,0.499135,1.359614,0.007615,0.697357,-0.579932,-1.142172,1.102071,1.488473,0.476367,0.276739,-0.417269,-1.247261,0.017317,0.173995,0.793388,0.318349,-1.058153,0.960416,-1.720406,-0.44099,-1.491606,0.674592,-0.121611,1.203784,1.67325,0.129994,-0.114432,1.309159,-0.06253,-0.919277
0.413449,0.342893,1.475769,0.812477,1.25844,1.499505,1.771298,1.019674,-0.559284,-1.222718,0.541329,-1.009787,0.957061,0.847909,-1.105119,-0.968809,0.713251,-1.532071,-0.688665,-1.197521,-1.752094,-1.458535,0.140471,0.767487,-0.573078,-0.467385,-0.158664,-0.197345,1.440836,-0.741144,1.373339,-1.349247,-1.28978,-0.342873,1.115145,-0.201116,-0.46445,-0.027947,0.370333,-1.035699,1.695251,1.086445,1.273241,-0.540682,-0.806944,1.485763,-0.010502,-1.627433,0.900611,-1.639349,1.280877,0.280049,-0.252483,1.452931,0.296118,-1.513095,-1.55232,-0.231746,-1.519138,0.447128,1.169201,1.447228,0.804711,0.07463,-1.164573,0.952179,0.032836,-0.258106,0.006631,0.45851,-1.611726,-0.025428,0.245045,-0.482839,-1.401901,1.140745,0.520368,1.242637,1.052203,-1.215946,1.353918,1.519729,-0.35039,-0.303537,-1.65597,-1.648927,-1.069485,-0.409256,1.585644,-1.142984,-0.214533,1.674668,0.509486,-0.855891,0.267374,1.048412,0.995008,1.51067,-1.344067,0.017726
-0.26682,-1.417717,-0.932216,1.00339,-0.840518,-0.115505,1.472579,-0.539268,-1.187199,-0.982171,0.243093,0.514048,0.93318,0.985098,0.092571,-1.139375,-1.61782,0.581058,-0.336385,0.884262,-0.481105,-0.281044,1.066245,-0.210738,-0.097381,1.12013,1.426881,-0.672803,0.449678,-1.251317,0.647134,0.935057,0.145307,1.562348,-1.651467,-0.90852,-1.256865,-1.425369,0.987413,0.749998,-0.567294,-0.72478,-0.559496,-0.912781,0.429633,-0.423347,-0.103744,-0.933429,-1.45602,1.687215,1.506415,1.381758,1.368282,1.242566,-1.041401,-0.04216,1.58926,1.030101,-0.693898,1.301944,0.448902,-1.631819,1.295628,-0.66309,0.199433,-0.633901,0.67722,1.019271,1.203435,1.791792,1.084649,-0.022604,-0.041597,-0.717693,-0.255268,-0.637471,-0.831192,0.229631,0.696861,-0.994659,-0.281311,-0.139688,-0.658522,0.341337,-1.438192,-1.041552,0.904882,1.417039,0.547236,0.699956,0.501857,-1.058903,-1.299819,-1.320848,-0.328979,-1.562909,-0.181743,-0.45935,-1.09863,-1.275457
-1.548211,-0.831117,0.05557,0.94333,-0.869693,0.522085,1.00521,0.888956,0.22947,-1.51567,0.448299,0.881048,0.292888,-0.634169,-0.400942,0.491634,0.271241,0.80051,-0.253649,0.171937,0.914332,1.012236,0.954355,-0.203944,1.303323,-0.55153,-1.015577,-1.588297,-1.683061,0.829378,0.667003,1.023294,1.325995,0.000516,0.027974,1.50685,-0.151912,1.188382,1.298991,0.522107,0.931758,-0.880838,1.291321,1.360057,1.645375,0.42936,1.361685,-1.039863,-0.313408,-0.13649,-0.897088,-0.211802,0.135546,0.951263,-1.002341,-0.952914,0.912823,-1.201023,1.192464,-1.216849,-1.664565,-1.12102,-1.26283,1.564521,0.704095,1.810467,0.051505,-1.423,1.38514,1.188983,0.26625,1.59221,-1.5539,0.040724,0.461203,0.528603,-0.976865,0.958582,-0.369414,-0.382504,0.240276,-1.633084,0.869439,0.548754,0.646235,-1.636084,0.79275,0.149632,-1.508694,1.084109,-0.489901,0.511995,0.180842,0.970662,-1.671991,0.034189,0.495682,1.505092,1.062384,-0.507362
0.225266,0.563607,-0.147566,-0.869626,-0.160579,-0.474251,-0.460656,0.923344,-1.275128,-1.276442,-1.25952,-0.676586,0.813247,-1.413327,1.383719,-1.247001,-0.565338,-1.220534,-1.535432,-0.775261,1.223127,-1.424954,1.399908,-0.814366,-1.21593,1.196013,1.112297,0.385071,1.425515,-0.702451,0.814872,0.918486,1.266333,0.504588,-1.564753,0.304459,-0.154198,-1.463009,-0.010046,1.408945,0.075262,0.853633,0.453558,1.414698,-1.272752,1.03748,0.969169,1.114836,0.89958,-1.268413,-0.307061,-1.253189,0.264213,0.389769,0.514061,1.617784,0.415963,0.098447,-1.102652,1.402454,-1.648138,0.25383,0.5462,-1.411787,-1.370386,-0.169682,-0.636023,0.058452,-1.23998,-1.000937,0.582148,-1.473957,-1.256047,1.288082,0.898025,0.884262,0.256242,-1.381806,1.126275,-1.100709,1.177487,1.381139,0.222498,0.242725,0.414794,1.343451,0.077752,-1.117403,-1.339561,0.032084,1.170693,-1.322568,-0.809424,1.499599,0.989469,1.516001,1.480242,1.419434,1.770121,0.404422
-0.06444,0.459276,0.382545,-0.429088,0.056224,-1.312596,-1.273735,1.66501,1.598432,-1.442928,-1.64873,0.357509,0.612492,1.618411,-0.203038,0.024437,-1.393017,1.355066,0.822702,-0.633773,-1.523378,-1.525817,-1.583277,-1.250729,-0.553481,-0.164397,-0.163692,1.180265,0.428014,-0.740064,1.559823,0.994684,-0.48555,-0.855082,1.330113,1.627071,-0.350611,-0.351938,-0.368922,-0.237842,-1.100813,0.991044,1.62043,0.907697,0.575508,-0.863146,0.162874,-1.303146,0.470434,-0.380064,0.590022,0.291187,0.632129,1.165495,-0.28153,1.075291,0.39098,-1.303679,-0.5111,-1.261901,-1.272918,1.510519,1.134933,0.750762,1.506887,-1.620481,0.419722,-0.315313,0.703202,-0.229678,-0.200996,1.59402,-1.280717,-1.264064,1.582472,-0.800297,0.92999,1.009269,-1.565046,-1.616518,0.343582,1.706918,1.692673,-1.165557,0.350356,-0.256333,0.553951,0.796803,-0.773039,-0.69283,0.116801,-1.17853,1.355802,0.957282,0.423396,-0.173798,0.080419,1.850532,0.320469,-0.090816
-1.630215,-1.233544,-1.230848,-1.164233,-0.99748,0.302917,0.588941,1.562144,-1.597031,-0.716452,-1.379475,-0.333722,1.417772,0.935148,-0.479641,-0.726176,-0.599202,-0.890662,-0.613564,0.814599,-0.236718,-0.771674,-0.137019,0.643558,0.424233,-1.6901,-0.968297,-1.082935,0.40601,0.837701,1.472466,1.515357,-0.164054,1.064892,-0.385674,0.398592,-0.260049,-1.057486,1.267026,1.631444,0.259114,-0.490286,0.997839,1.119301,-1.242915,1.295707,-1.549539,-1.540721,-1.138052,0.724362,-0.759219,0.483906,0.641185,-0.05294,-1.707287,0.804091,-0.265813,-1.141241,-1.112182,0.316608,-1.599463,-0.478057,-0.073881,-0.865718,0.264514,-0.854121,1.521325,-1.426937,1.149562,0.795191,-0.763407,0.654911,0.89408,-0.33127,-0.56952,-0.183833,-1.084885,-0.404941,-1.573786,-0.753725,0.074626,0.02515,-1.520773,1.384839,-0.430318,-0.092813,-0.856277,1.49183,-1.04043,-1.512424,1.131622,-1.334831,-0.388348,-0.531639,1.383824,-1.583615,-0.932368,-0.503311,-0.324912,-1.41353
-0.226863,-0.773588,-1.137509,-1.235232,-0.942382,-0.971466,-0.63789,0.908804,-1.29868,-0.49595,-0.422469,-0.775999,-1.167055,-0.999292,0.893134,-0.074374,-0.579587,-0.052072,-0.405551,0.664464,-0.516546,1.372045,-1.646639,1.698,0.232986,-0.06125,0.103031,-0.233886,-1.59001,-1.654593,0.558436,1.60394,-1.432779,-1.211424,0.279738,0.714764,-0.385779,-0.756374,-1.513916,-0.073295,1.376594,-0.707613,1.609132,0.17127,-1.754027,-0.270922,1.606655,0.429654,1.315332,1.6721,1.474761,-0.226833,-1.609015,-1.139378,0.995095,-1.370361,1.077436,1.196868,-0.325327,-1.306281,-1.211651,0.452837,1.824353,-0.992621,-0.504918,-1.117884,0.575982,-1.299632,0.091467,-1.465215,-0.830857,0.155364,-0.767652,-0.676235,-1.531907,0.319553,-0.261375,-1.075794,-0.748692,-1.08476,1.645214,0.692018,0.007153,1.642914,-0.813117,-0.784891,-1.493677,1.589015,0.105825,-0.199298,-1.248392,-0.596488,0.677376,1.555948,-1.486077,-1.391151,0.97202,0.642751,0.273595,0.179427
-0.647407,-0.134295,-0.145732,-1.238848,-0.410254,1.363991,0.519618,1.680586,-1.169104,0.696089,-1.489903,-0.290721,-1.716285,1.329002,-1.503178,1.601984,-0.398497,-1.195765,-1.373225,0.308219,0.679085,1.600109,0.195387,0.231493,-1.456464,1.518023,-0.291811,1.385565,-0.493767,-0.762587,1.18963,1.498056,-1.331253,0.402343,0.319609,0.182968,-0.65148,-0.487478,-0.015056,-1.148118,0.941796,1.610547,-1.165965,-0.681908,0.11451,-0.321966,-1.450298,1.422047,-0.17873,1.563882,-1.156365,0.306311,0.861598,-0.547176,1.009265,1.156929,0.86277,1.050255,1.221008,0.130122,1.242212,-1.408842,0.608344,0.605182,-0.482122,-0.040158,-1.665873,0.395487,-0.559304,1.671824,1.55074,-1.560602,-1.668963,-0.229102,-0.203593,-0.123536,-1.336592,-0.289128,1.519373,0.313908,1.113651,-1.625972,0.604264,-0.159573,-0.077742,-0.149694,-0.042199,-0.944495,-0.192386,-1.273529,-0.506229,0.579905,-0.978886,-1.035533,1.068429,-1.041279,-0.293068,0.349228,-1.522479,1.625242
-1.497573,-1.363215,-0.693212,-0.747081,-0.985785,-0.725511,0.563503,-0.33179,-0.342306,-1.337698,0.578818,-1.55287,-0.734995,-0.625703,0.572961,1.175983,-0.468701,1.173068,1.038037,-1.508031,-1.015167,-1.597708,1.284241,0.228274,0.259182,-0.739975,0.922214,1.455826,-0.501382,-0.669841,-1.553754,-1.49968,-1.200183,-0.43589,1.682927,-0.882798,1.177651,-1.588886,-0.730345,0.705181,-0.682443,1.063574,-0.576604,1.298981,0.527629,1.194052,0.318561,-0.213955,1.478599,0.090214,-0.974525,1.31666,0.620988,0.994193,-1.77312,-1.398589,1.800439,0.286772,1.293263,1.394366,1.112313,1.082636,-0.204787,-0.818436,-1.168314,1.534351,-0.721084,-0.556067,1.008279,1.556052,-1.062538,-0.200139,0.315775,0.441432,-1.129378,-1.018169,-0.360664,0.75916,-0.42779,-1.421885,-0.585728,1.131782,-0.639304,1.386561,1.489159,0.951354,-0.38942,1.21055,-0.958961,-0.35337,1.068294,1.014876,1.187912,-0.470664,-1.186099,1.086093,0.45226,-0.060808,0.559725,-0.645613
-0.270829,-0.988333,-1.259064,-1.131643,-1.164918,-0.355034,-0.367977,-0.815907,0.392848,1.076554,-0.25917,-0.667882,-0.201126,0.095625,-1.186734,1.652902,0.113931,0.744397,1.668181,-1.500592,-1.656412,-0.549088,0.769947,-1.126372,-1.009658,1.625473,-0.552051,-0.990049,-1.560386,0.240278,-0.519614,-0.879798,0.453507,1.687124,-0.763798,-0.615129,-0.379327,-1.662807,0.21255,-0.604999,-0.899442,-1.46859,-0.900486,-1.475332,0.108616,1.259692,-0.207423,0.746261,1.294566,-1.444907,-1.098641,1.103898,0.782539,0.86458,0.003604,0.446529,1.364037,-0.472159,1.236661,0.857875,0.295062,0.472951,-1.199378,-1.250169,-0.522364,0.395843,-1.475433,-0.064868,-0.183101,0.326704,0.043301,-1.270225,0.457621,-1.596914,-0.194061,-1.561981,1.072642,1.00286,-0.91975,-0.709788,-1.571762,0.037291,0.061643,-0.310396,0.11077,-0.859916,-1.195625,1.574257,1.467298,0.762367,-1.538167,1.252564,0.848567,-0.025473,0.800619,1.546715,0.475004,-1.540166,0.77707,-1.265772
1.486973,1.711393,1.488937,0.430075,2.184418,-0.851142,-0.855495,-0.3318,0.171776,-0.351398,0.033317,0.167685,-0.665622,0.548515,0.804178,-1.622545,0.093709,-0.169735,0.280681,1.720831,0.365122,-1.317157,-1.159485,-1.103824,-0.551913,-1.156405,0.85081,-0.821651,1.177675,-0.678676,0.096103,-0.791993,1.494888,0.33649,-1.588291,0.508969,-0.711383,-0.698,1.141519,1.152387,-1.146696,-1.748453,0.691285,-0.215291,0.301768,-0.435799,-0.105677,0.803047,-1.538407,0.563822,-1.104469,0.638616,-1.204068,1.517362,-1.076252,0.290883,-1.528856,0.472388,-0.897076,0.364322,-0.092869,-0.456231,0.439803,-1.055922,-0.972851,-0.960935,0.099949,1.018907,-1.602359,1.087423,-0.225292,-0.798082,0.011643,-1.534462,-1.191692,-1.466534,0.676495,-1.467308,-0.452776,1.766932,-0.531688,-1.310739,1.289319,0.199273,0.836791,-1.62259,0.131903,-0.070222,0.322476,0.179206,-0.90495,1.39708,0.778289,-0.146815,-0.00776,-1.006713,-0.56981,0.049369,1.777997,-0.316461
0.602395,0.832582,1.457906,0.107078,1.132175,0.171109,0.796863,-1.223319,-0.103683,1.176272,-0.448488,-0.668968,-0.759747,0.424417,-1.201152,-0.948581,-1.617183,-0.806603,-1.564409,-0.812272,0.218913,-1.167582,0.984619,-1.055658,-0.905917,-0.867709,-0.528985,0.871235,0.538244,1.657476,0.604967,0.17298,-0.768262,-1.551178,1.359314,-1.745176,-1.66538,0.731985,-0.712805,1.046234,1.501695,-0.721666,-0.332788,0.299264,0.583653,0.968673,-0.337566,-0.65869,1.54857,-1.647901,0.396923,0.32502,-0.63346,-1.694136,-1.71248,0.037167,-1.189153,0.988434,-0.218613,0.141175,-1.713518,-1.696325,-0.645788,1.494473,0.280115,0.238986,0.868985,0.448063,-1.231842,0.391795,1.027898,-0.684004,1.226438,1.68951,-1.584408,0.494945,-0.529691,-0.251795,0.014504,0.673711,-0.391506,-1.252036,-0.440582,-0.697915,1.069838,1.331967,-1.152732,-0.476667,-0.972052,-0.30694,1.123991,-0.352078,-1.695545,0.220197,1.063709,-0.511702,1.276092,-0.026261,-0.24474,0.549621
-0.462506,-0.45529,-1.02105,-1.707445,-1.003563,-0.222355,-0.201893,-0.596763,0.880338,0.176242,1.366084,0.066194,-0.56431,-0.876573,-0.522616,0.45216,-0.965249,-1.051067,1.461793,1.487136,-0.984921,0.1663,-1.110122,-1.086633,0.716932,-1.071651,-0.685107,-0.679461,-0.03591,-1.037493,-1.11182,-1.315517,0.419867,0.768973,-1.292653,-0.516574,1.620255,1.45683,0.864475,1.301027,0.339971,-0.548678,-1.295382,0.861528,0.477575,1.475717,1.196433,-0.336983,-1.301561,-0.375282,1.200422,1.317212,-0.192553,0.310189,0.537885,-1.033128,0.031608,-1.002844,1.401372,-0.35603,-0.888888,-0.064308,0.588437,0.156201,-0.807441,-0.027885,-1.663296,0.342524,-0.36163,0.277493,-0.933018,1.246029,-0.446086,-0.420941,0.242468,1.296972,-1.637496,-0.085353,0.359445,-0.909603,1.127119,1.265307,-0.845269,-0.583148,-0.892226,0.010361,-1.025221,1.224975,1.48072,-0.240887,0.330535,1.080798,-1.47167,1.456746,1.40915,0.987446,1.502711,0.101332,-0.553651,-0.587707
-0.79999,-1.210254,-0.111814,0.597898,-0.408039,-0.401119,-0.846478,-0.247726,-0.262594,1.180375,1.379242,-0.158255,-0.026333,-0.888437,-0.960014,0.523708,-0.367038,-1.538543,-0.262715,0.457493,1.378162,-0.026354,-0.749144,-1.221062,-0.901562,-0.280318,1.674147,-1.479263,0.958771,0.258725,0.790914,0.739195,-1.632346,-0.917126,-1.724434,-0.537476,-1.367718,0.380488,-1.198897,0.92055,-1.406426,-0.340545,-0.687563,0.034689,-0.248661,-1.026898,0.405144,-0.223389,1.626666,0.903969,1.691149,-0.237808,-0.531369,-1.277075,-0.390739,1.595505,0.745997,-1.631338,0.850254,-0.471941,1.388158,-1.675359,1.177944,-1.074,-1.472008,0.617357,-0.575713,-1.651587,-0.970086,-0.571175,-0.936377,0.164164,-1.45939,1.770927,0.987715,1.209196,-0.007572,0.088319,-1.262492,-1.623633,0.912266,1.13119,0.469939,0.930871,-0.438657,0.359529,1.515686,-0.109113,-1.547426,-0.744257,0.846245,1.248882,1.128225,0.029106,0.329066,0.322422,-0.003317,-1.238098,0.271266,-0.17924
-0.939897,-0.719689,-0.169007,1.650619,-0.407833,-0.230447,-0.318784,-1.145597,0.527657,1.636791,-1.145342,0.736313,-0.432945,1.367121,1.654491,-0.446849,0.177919,0.360857,-1.682034,-0.827754,-1.447354,-0.309668,1.729569,-0.204218,-0.047326,0.648746,1.032311,0.481766,-0.140815,-0.011492,-0.895943,0.684456,0.385607,-1.191942,-1.122717,0.055788,-0.720843,0.34337,-1.159922,0.140878,-0.595568,1.080663,1.486743,0.067379,0.679972,0.934004,-0.749496,-0.048917,0.927336,-0.533263,-0.506792,-0.241366,-0.175914,0.337401,1.443874,-1.28643,-1.491149,0.751188,-0.479809,-1.644086,-0.851504,-0.028947,0.91127,-1.001799,-1.507525,-0.612727,1.353492,-0.313156,0.988485,-0.399176,-0.561694,-1.622053,-0.188272,0.027846,0.085273,-1.539932,-0.798464,0.227485,-1.221297,1.194397,-0.473071,-1.675839,-0.26201,1.69329,-1.77839,0.601999,-1.221868,1.096059,-0.966585,0.467022,1.307512,1.421965,1.04392,-1.103146,0.386515,1.619374,-1.74182,-0.571789,-1.48551,1.427652
-0.761069,-0.424425,0.012224,1.063242,-0.600114,0.27345,0.992825,0.555545,1.365945,-1.564902,1.555158,-0.223834,-1.040709,-0.497682,-1.288883,-0.905738,0.099665,-0.969476,0.316428,1.005057,1.526792,0.573311,-0.911971,-0.847225,0.420988,-0.795325,-1.00725,0.70591,-1.455663,-1.382439,-0.966512,0.846735,-0.559125,-0.761857,0.033284,1.23779,-0.502128,-0.364525,1.260514,1.525692,-1.491188,-1.546631,-0.997915,-0.64129,-1.79258,0.95657,1.6979,-1.539979,-0.161974,1.631993,-1.270097,-0.172827,0.652932,0.614418,-1.401663,0.198026,0.601841,-0.694804,-1.016687,0.943703,-0.568612,0.379381,1.014521,1.047802,-0.958265,0.756142,1.462204,-1.275279,1.578601,1.101237,0.624577,-0.611324,-1.109015,1.333922,0.360174,0.741681,-1.426162,0.337655,-1.378099,1.552519,1.407081,-0.564104,0.619423,1.222467,-1.397072,1.007945,0.262185,-0.85212,1.043002,0.584771,0.857013,-1.298858,-0.020864,-0.808582,0.432212,-1.219047,1.430079,-1.294326,-0.598889,-1.389238
0.183172,0.88452,-0.221119,-0.174282,-0.222401,-0.751889,-0.976949,-0.825444,-0.259707,1.249142,-0.819641,-0.107145,-0.847232,0.53292,1.07125,0.440952,-0.339174,-1.543807,1.461182,-1.313764,-0.182419,-0.564658,0.426205,1.542688,-1.253341,-1.016742,-0.037698,0.642887,-0.479418,0.018106,1.49187,-0.308683,-0.07241,-0.231783,0.864657,-0.590073,-0.743747,0.878986,-0.893151,-0.195891,0.354362,0.722588,-1.713482,0.027405,-1.488935,-0.903927,1.10021,-0.032347,1.535044,-0.397897,-1.39212,-1.437464,-0.775478,-0.562311,0.243159,0.024375,-0.315775,-1.522613,-1.093002,0.157917,-1.607783,0.109896,-0.887085,0.268074,0.541501,-0.787949,1.063653,-1.151913,1.342008,-0.375215,1.403843,-0.662879,-0.723555,0.801042,-0.365637,1.568533,0.360509,0.39066,-0.653146,-1.06332,-1.508989,-1.570101,-1.141342,-0.326824,-0.371511,0.860468,-1.234614,0.176448,-0.534874,-0.686849,1.681619,0.857119,0.279904,0.459706,0.881015,0.231932,1.628926,-0.19401,0.644973,-0.152821
-0.59826,0.440563,0.560285,0.54519,0.002275,-0.766479,-0.197142,-0.742773,-1.566978,0.077736,-1.428154,0.938549,-1.007879,1.566514,-0.355155,-1.134368,1.290116,-0.080331,-1.549062,-0.48797,0.590911,0.418978,-1.486205,-1.65228,-0.794079,1.735531,-1.056481,-0.390556,-0.480009,1.466718,1.526136,0.441669,0.157182,-1.511978,-1.445375,-1.556614,-0.152794,1.318302,1.519038,0.352641,-0.873783,0.144766,-0.315706,0.180939,-1.617232,1.359245,-0.352599,0.959122,-1.168031,-1.127756,-1.451868,0.4382,-1.023873,-0.930675,1.424433,1.112228,1.304359,0.802613,-0.431294,0.235856,1.042258,1.23796,0.055809,-1.538354,1.685842,1.122657,-0.427786,1.22876,-0.357727,-1.268106,1.140141,1.702589,-0.233819,-1.329967,1.41923,0.458632,-0.336319,0.423756,1.732753,0.741339,0.501118,0.840473,-0.926756,1.694958,1.398372,-0.382575,0.88928,-1.676773,-0.945902,-0.976937,-1.620333,-1.310123,0.156482,-0.309377,-0.557909,-0.792826,0.634878,-1.070208,-1.199757,-1.126224
0.996799,0.267437,1.320011,1.612075,1.373863,2.292054,1.748594,1.743184,1.209535,-0.326914,-0.768749,1.018822,0.743418,-0.488945,0.789914,-1.506966,0.409875,-1.020888,1.333812,-1.437048,1.379764,0.251743,-0.573892,1.070954,-1.670293,-0.991651,-1.687881,0.455415,0.144886,-1.328025,0.896873,-0.579286,1.554748,0.608948,0.336736,-0.858626,0.475911,0.217587,1.091329,-0.836032,0.498511,0.172332,0.226772,0.021568,0.34922,0.284563,-1.020652,-0.636932,0.488743,0.081881,1.172201,1.303708,-1.67113,0.214421,0.735668,-0.674592,-0.859112,-1.675358,1.37049,-0.443527,1.445628,0.47111,1.206704,-0.560506,-0.342197,1.716548,-1.652204,0.962596,0.623499,1.688395,-0.256113,-0.612585,0.320525,0.218236,-1.307194,0.161837,-1.412533,-1.638511,-0.313159,1.533279,-0.729145,1.534569,-0.538281,1.312306,-0.303921,-0.062807,1.523986,0.704327,0.111668,-1.532008,1.102662,1.50601,-0.551783,0.000225,-1.606653,1.120215,-1.247981,-1.348021,1.173053,0.192831
0.240564,-0.302742,-1.557228,-1.307111,-0.934267,-0.488306,-1.004397,0.001561,1.512726,-1.229384,-1.275593,1.585998,0.831549,-0.647242,-1.672549,-0.675811,0.183053,0.858065,0.983164,1.44905,0.347988,0.740154,1.587428,1.516964,0.53589,1.240343,0.062812,-0.618335,-0.33552,1.670541,1.09358,-1.159875,1.316788,0.734298,-1.249207,-0.766731,-1.050622,-0.00373,1.428535,0.78179,1.086221,-1.63568,-1.558761,-0.204441,1.55417,1.107911,-1.426938,0.646146,-0.493851,-0.491671,-0.792479,-1.569781,-1.511093,1.060306,-1.341291,-0.716083,-0.053549,1.018142,0.499508,1.739226,0.409113,0.615629,-0.918978,-0.204402,-0.407603,-0.993418,0.111322,-1.579399,-0.040908,1.676895,0.035841,0.319986,1.335034,-0.297009,1.019197,-0.393577,0.699232,0.59065,-1.499214,0.03697,1.31491,-1.020152,0.104156,-0.24912,-0.497462,-0.799467,-0.189255,1.171285,0.979453,-1.080769,-0.711232,-0.325199,0.043099,1.579386,-0.222986,0.507277,-1.383719,0.861506,-0.333312,-1.299115
1.881813,1.607396,1.393865,0.49458,2.170612,-1.140575,-1.626371,-0.720263,-1.022553,-0.508453,0.79212,1.451911,-0.011628,-1.485384,1.157623,0.291026,0.367542,0.875808,1.169377,1.122333,1.424617,-1.521614,-1.168273,0.533129,-0.740781,-0.694655,-1.36884,0.725026,1.638563,0.19113,-1.308828,0.591364,-0.298043,-0.610228,1.326771,-0.898535,-0.582044,-0.345824,1.059361,0.811075,-0.900426,0.517878,-0.098491,1.059662,-1.637393,1.504952,-1.098418,0.459854,-0.4557,-0.900376,-0.864228,0.919094,-1.145249,-0.262769,1.658327,1.358519,-0.836395,-1.513379,0.118015,0.052572,-0.40251,-1.399222,0.470303,-0.177595,1.41805,0.66771,1.760789,1.333794,1.652465,-0.384675,-0.481635,-1.089474,0.139223,-1.520868,0.881407,0.452171,-0.918589,0.674909,-1.552706,0.38426,0.206604,0.404386,-0.875554,1.357784,-1.426898,-0.182854,0.016554,-1.114988,-1.569713,-0.528354,-0.779697,0.964598,-0.895867,-1.405036,0.992242,-1.104087,-0.289541,-1.011483,-0.34292,-0.085502
